DATE,ACTIVITY,QTY,SYMBOL,DESCRIPTION,PRICE,COMMISSION,FEES,AMOUNT
02/28/2025,Bought To Open,1,AAPL,AAPL Mar 28 2025 240.00 Put,$7.30,$0.50,$0.03,-$730.53
02/28/2025,Bought To Open,1,AAPL,AAPL Mar 28 2025 240.00 Put,$7.44,$0.50,$0.03,-$744.53
02/28/2025,Bought To Open,4,BABA,BABA Mar 28 2025 130.00 Put,$6.75,$2.00,$0.11,"-$2,702.11"
02/27/2025,Bought To Open,5,NVDA,NVDA Mar 28 2025 131.00 Call,$4.70,$2.50,$0.13,"-$2,352.63"
02/27/2025,Bought To Open,1,NVDA,NVDA Feb 28 2025 135.00 Put,$9.30,$0.50,$0.03,-$930.53
02/27/2025,Bought To Open,6,NVDA,NVDA Feb 28 2025 130.00 Call,$0.81,$3.00,$0.16,-$489.16
02/27/2025,Bought To Open,6,NVDA,NVDA Feb 28 2025 126.00 Call,$2.35,$3.00,$0.16,"-$1,413.16"
02/27/2025,Bought To Open,6,NVDA,NVDA Feb 28 2025 130.00 Call,$2.11,$3.00,$0.16,"-$1,269.16"
02/27/2025,Bought To Open,6,NVDA,NVDA Feb 28 2025 129.00 Call,$3.01,$3.00,$0.16,"-$1,809.16"
02/26/2025,Bought To Open,2,NVDA,NVDA Mar 28 2025 131.00 Call,$10.65,$1.00,$0.05,"-$2,131.05"
02/26/2025,Bought To Open,3,NVDA,NVDA Mar 28 2025 131.00 Call,$10.35,$1.50,$0.08,"-$3,106.58"
02/26/2025,Bought To Open,4,TSLA,TSLA Mar 28 2025 250.00 Put,$3.87,$2.00,$0.11,"-$1,550.11"
02/26/2025,Bought To Open,4,TSLA,TSLA Mar 28 2025 250.00 Put,$4.07,$2.00,$0.11,"-$1,628.11"
02/26/2025,Bought To Open,4,JD,JD Mar 28 2025 43.00 Call,$3.20,$2.00,$0.11,"-$1,282.11"
02/26/2025,Bought To Open,4,BABA,BABA Mar 28 2025 140.00 Call,$8.20,$2.00,$0.11,"-$3,282.11"
02/25/2025,Bought To Open,2,TSLA,TSLA Apr 04 2025 250.00 Put,$5.95,$1.00,$0.05,"-$1,191.05"
02/24/2025,Bought To Open,1,TSLA,TSLA Mar 14 2025 300.00 Put,$3.60,$0.50,$0.03,-$360.53
02/24/2025,Bought To Open,1,PLTR,PLTR Feb 28 2025 93.00 Put,$3.20,$0.50,$0.03,-$320.53
02/24/2025,Bought To Open,2,BABA,BABA Mar 14 2025 130.00 Call,$6.60,$1.00,$0.05,"-$1,321.05"
02/24/2025,Bought To Open,1,BABA,BABA Mar 14 2025 130.00 Call,$7.00,$0.50,$0.03,-$700.53
02/24/2025,Bought To Open,1,PLTR,PLTR Mar 14 2025 98.00 Call,$7.00,$0.50,$0.03,-$700.53
02/24/2025,Bought To Open,1,PLTR,PLTR Mar 14 2025 96.00 Put,$6.70,$0.50,$0.03,-$670.53
02/21/2025,Bought To Open,1,BABA,BABA Feb 28 2025 145.00 Put,$5.40,$0.50,$0.03,-$540.53
02/21/2025,Bought To Open,1,AMZN,AMZN Feb 28 2025 222.50 Put,$3.20,$0.50,$0.03,-$320.53
02/20/2025,Bought To Open,2,BABA,BABA Feb 28 2025 137.00 Call,$4.20,$1.00,$0.05,-$841.05
02/20/2025,Bought To Open,1,META,META Feb 28 2025 697.50 Put,$11.42,$0.50,$0.03,"-$1,142.53"
02/19/2025,Bought To Open,2,TSLA,TSLA Feb 21 2025 350.00 Put,$1.68,$1.00,$0.05,-$337.05
02/19/2025,Bought To Open,1,TSLA,TSLA Feb 21 2025 365.00 Put,$7.20,$0.50,$0.03,-$720.53
02/18/2025,Bought To Open,1,TSLA,TSLA Feb 21 2025 352.50 Call,$8.05,$0.50,$0.03,-$805.53
02/18/2025,Bought To Open,1,BABA,BABA Feb 21 2025 127.00 Call,$4.85,$0.50,$0.03,-$485.53
02/14/2025,Bought To Open,1,TSLA,TSLA Feb 21 2025 350.00 Put,$8.90,$0.50,$0.03,-$890.53
02/14/2025,Bought To Open,1,TSLA,TSLA Feb 21 2025 360.00 Call,$5.55,$0.50,$0.03,-$555.53
02/14/2025,Bought To Open,1,PDD,PDD Feb 21 2025 124.00 Call,$3.45,$0.50,$0.03,-$345.53
02/14/2025,Bought To Open,1,NVO,NVO Feb 21 2025 79.00 Put,$1.52,$0.50,$0.03,-$152.53
02/13/2025,Bought To Open,1,XPEV,XPEV Feb 21 2025 16.00 Call,$0.57,$0.50,$0.03,-$57.53
02/13/2025,Bought To Open,2,TSLA,TSLA Mar 14 2025 300.00 Put,$3.50,$1.00,$0.05,-$701.05
02/13/2025,Bought To Open,1,PDD,PDD Feb 21 2025 118.00 Call,$3.60,$0.50,$0.03,-$360.53
02/12/2025,Bought To Open,1,TSLA,TSLA Mar 14 2025 300.00 Put,$5.31,$0.50,$0.03,-$531.53
02/12/2025,Bought To Open,1,TSLA,TSLA Mar 14 2025 300.00 Put,$5.35,$0.50,$0.03,-$535.53
02/12/2025,Bought To Open,1,TSLA,TSLA Mar 14 2025 300.00 Put,$6.00,$0.50,$0.03,-$600.53
02/12/2025,Bought To Open,1,AA,AA Feb 21 2025 35.00 Call,$2.39,$0.50,$0.03,-$239.53
02/12/2025,Bought To Open,1,BABA,BABA Feb 21 2025 117.00 Call,$5.25,$0.50,$0.03,-$525.53
02/12/2025,Bought To Open,2,TSLA,TSLA Mar 14 2025 300.00 Put,$6.65,$1.00,$0.05,"-$1,331.05"
02/11/2025,Bought To Open,1,TSLA,TSLA Feb 14 2025 335.00 Call,$8.20,$0.50,$0.03,-$820.53
02/11/2025,Bought To Open,1,TSLA,TSLA Feb 14 2025 335.00 Call,$8.15,$0.50,$0.03,-$815.53
02/11/2025,Bought To Open,1,TSLA,TSLA Mar 28 2025 300.00 Put,$11.35,$0.50,$0.03,"-$1,135.53"
02/11/2025,Bought To Open,1,AA,AA Feb 14 2025 37.50 Call,$0.90,$0.50,$0.03,-$90.53
02/11/2025,Bought To Open,1,STLD,STLD Feb 21 2025 135.00 Call,$3.00,$0.50,$0.03,-$300.53
02/11/2025,Bought To Open,1,TSLA,TSLA Feb 14 2025 345.00 Put,$7.77,$0.50,$0.03,-$777.53
02/10/2025,Bought To Open,1,TSLA,TSLA Feb 14 2025 355.00 Put,$7.58,$0.50,$0.03,-$758.53
02/10/2025,Bought To Open,1,TSLA,TSLA Feb 14 2025 355.00 Put,$8.70,$0.50,$0.03,-$870.53
02/10/2025,Bought To Open,1,TSLA,TSLA Feb 14 2025 355.00 Put,$10.18,$0.50,$0.03,"-$1,018.53"
02/06/2025,Bought To Open,1,TSLA,TSLA Feb 14 2025 330.00 Put,$2.08,$0.50,$0.03,-$208.53
02/06/2025,Bought To Open,1,TSLA,TSLA Feb 14 2025 350.00 Put,$4.26,$0.50,$0.03,-$426.53
02/06/2025,Bought To Open,1,GOOG,GOOG Feb 14 2025 192.50 Call,$2.78,$0.50,$0.03,-$278.53
02/05/2025,Bought To Open,1,GOOG,GOOG Feb 07 2025 190.00 Call,$2.55,$0.50,$0.03,-$255.53
02/05/2025,Bought To Open,1,GOOG,GOOG Feb 07 2025 195.00 Call,$0.88,$0.50,$0.03,-$88.53
02/05/2025,Bought To Open,9,GOOG,GOOG Feb 07 2025 180.00 Put,$0.11,$4.50,$0.25,-$103.75
02/05/2025,Bought To Open,1,GOOG,GOOG Feb 07 2025 180.00 Put,$0.10,$0.50,$0.03,-$10.53
02/04/2025,Bought To Open,1,AAPL,AAPL Feb 07 2025 232.50 Put,$2.54,$0.50,$0.03,-$254.53
02/04/2025,Bought To Open,1,TSLA,TSLA Apr 17 2025 300.00 Put,$6.50,$0.50,$0.03,-$650.53
02/03/2025,Bought To Open,1,TSLA,TSLA Feb 07 2025 387.50 Put,$12.00,$0.50,$0.03,"-$1,200.53"
01/28/2025,Bought To Open,1,TSLA,TSLA Jan 31 2025 395.00 Put,$18.00,$0.50,$0.03,"-$1,800.53"
01/27/2025,Bought To Open,1,TSLA,TSLA Jan 31 2025 395.00 Put,$16.50,$0.50,$0.03,"-$1,650.53"
02/27/2025,Cash Movement,0,,ACH WITHDRAWAL,$0.00,$0.00,$0.00,"-$1,500.00"
02/06/2025,Cash Movement,0,,ACH WITHDRAWAL,$0.00,$0.00,$0.00,-$905.79
02/05/2025,Cash Movement,0,,ACH WITHDRAWAL,$0.00,$0.00,$0.00,-$500.00
01/13/2025,Cash Movement,0,8S87337,FULLYPAID LENDING REBATE,$0.00,$0.00,$0.00,$0.01
01/06/2025,Cash Movement,0,,ACH WITHDRAWAL,$0.00,$0.00,$0.00,"-$3,500.00"
03/21/2025,Expired,-3,JD,JD Mar 21 2025 46.00 Call,$0.00,$0.00,$0.00,$0.00
02/28/2025,Expired,-12,NVDA,NVDA Feb 28 2025 130.00 Call,$0.00,$0.00,$0.00,$0.00
03/28/2025,Sold To Close,-1,QQQ,QQQ Apr 04 2025 475.00 Put,$10.04,$0.50,$0.07,"$1,003.43"
03/28/2025,Sold To Close,-2,SPY,SPY Apr 04 2025 562.00 Put,$10.31,$1.00,$0.13,"$2,060.87"
03/28/2025,Sold To Close,-1,TSLA,TSLA Mar 28 2025 267.50 Put,$3.50,$0.50,$0.05,$349.45
03/27/2025,Sold To Close,-1,TSLA,TSLA Apr 11 2025 200.00 Put,$1.12,$0.50,$0.05,$111.45
03/27/2025,Sold To Close,-1,TSLA,TSLA Mar 28 2025 237.50 Put,$0.14,$0.50,$0.05,$13.45
03/21/2025,Sold To Close,-1,TSLA,TSLA Mar 21 2025 230.00 Put,$0.75,$0.50,$0.05,$74.45
03/20/2025,Sold To Close,-1,SPY,SPY Mar 31 2025 565.00 Put,$9.00,$0.50,$0.07,$899.43
03/18/2025,Sold To Close,-2,NVDA,NVDA May 16 2025 130.00 Call,$4.50,$1.00,$0.10,$898.90
03/18/2025,Sold To Close,-1,SPY,SPY Apr 17 2025 564.00 Put,$13.26,$0.50,$0.08,"$1,325.42"
03/17/2025,Sold To Close,-1,BABA,BABA Jun 20 2025 155.00 Call,$11.90,$0.50,$0.08,"$1,189.42"
03/17/2025,Sold To Close,-1,AAPL,AAPL May 16 2025 215.00 Put,$10.62,$0.50,$0.07,"$1,061.43"
03/17/2025,Sold To Close,-1,TSLA,TSLA Apr 04 2025 245.00 Put,$17.55,$0.50,$0.09,"$1,754.41"
03/14/2025,Sold To Close,-4,NVDA,NVDA Mar 28 2025 131.00 Call,$1.72,$2.00,$0.18,$685.82
03/14/2025,Sold To Close,-2,AAPL,AAPL May 16 2025 215.00 Put,$13.00,$1.00,$0.15,"$2,598.85"
03/13/2025,Sold To Close,-2,AAPL,AAPL Apr 17 2025 215.00 Put,$8.50,$1.00,$0.12,"$1,698.88"
03/13/2025,Sold To Close,-2,QQQ,QQQ Mar 28 2025 473.00 Put,$12.62,$1.00,$0.15,"$2,522.85"
03/12/2025,Sold To Close,-1,SPY,SPY Apr 11 2025 560.00 Put,$14.00,$0.50,$0.08,"$1,399.42"
03/12/2025,Sold To Close,-1,QQQ,QQQ Apr 11 2025 480.00 Put,$16.51,$0.50,$0.09,"$1,650.41"
03/11/2025,Sold To Close,-1,PLTR,PLTR Apr 11 2025 76.00 Put,$7.15,$0.50,$0.06,$714.44
03/11/2025,Sold To Close,-2,SPY,SPY Mar 20 2025 560.00 Put,$12.00,$1.00,$0.14,"$2,398.86"
03/11/2025,Sold To Close,-1,TSLA,TSLA Mar 28 2025 215.00 Put,$14.00,$0.50,$0.08,"$1,399.42"
03/10/2025,Sold To Close,-1,QQQ,QQQ Apr 11 2025 480.00 Put,$17.00,$0.50,$0.09,"$1,699.41"
03/10/2025,Sold To Close,-1,AAPL,AAPL Jun 20 2025 230.00 Put,$13.10,$0.50,$0.08,"$1,309.42"
03/10/2025,Sold To Close,-3,TSLA,TSLA Apr 04 2025 200.00 Put,$5.60,$1.50,$0.14,"$1,678.36"
03/07/2025,Sold To Close,-1,SHOP,SHOP Apr 04 2025 102.00 Put,$7.00,$0.50,$0.06,$699.44
03/07/2025,Sold To Close,-1,SPY,SPY Apr 04 2025 575.00 Put,$14.30,$0.50,$0.08,"$1,429.42"
03/06/2025,Sold To Close,-3,NVDA,NVDA Jun 20 2025 90.00 Put,$4.05,$1.50,$0.13,"$1,213.37"
03/06/2025,Sold To Close,-1,BABA,BABA Jun 20 2025 150.00 Call,$12.50,$0.50,$0.08,"$1,249.42"
03/05/2025,Sold To Close,-4,JD,JD Jun 20 2025 60.00 Call,$1.44,$2.00,$0.17,$573.83
03/04/2025,Sold To Close,-10,NVDA,NVDA Mar 28 2025 131.00 Call,$1.73,$5.00,$0.36,"$1,724.64"
03/04/2025,Sold To Close,-2,AAPL,AAPL Mar 28 2025 240.00 Put,$7.30,$1.00,$0.12,"$1,458.88"
03/03/2025,Sold To Close,-4,BABA,BABA Mar 28 2025 130.00 Put,$4.80,$2.00,$0.22,"$1,917.78"
03/03/2025,Sold To Close,-1,NVDA,NVDA Mar 21 2025 122.00 Put,$7.50,$0.50,$0.07,$749.43
02/28/2025,Sold To Close,-1,AAPL,AAPL Mar 28 2025 240.00 Put,$7.85,$0.50,$0.07,$784.43
02/27/2025,Sold To Close,-1,NVDA,NVDA Feb 28 2025 135.00 Put,$10.00,$0.50,$0.07,$999.43
02/27/2025,Sold To Close,-6,NVDA,NVDA Feb 28 2025 126.00 Call,$3.00,$3.00,$0.24,"$1,796.76"
02/27/2025,Sold To Close,-6,NVDA,NVDA Feb 28 2025 129.00 Call,$3.69,$3.00,$0.25,"$2,210.75"
02/26/2025,Sold To Close,-4,JD,JD Mar 28 2025 43.00 Call,$3.25,$2.00,$0.16,"$1,297.84"
02/26/2025,Sold To Close,-8,TSLA,TSLA Mar 28 2025 250.00 Put,$6.00,$4.00,$0.37,"$4,795.63"
02/26/2025,Sold To Close,-4,BABA,BABA Mar 28 2025 140.00 Call,$8.70,$2.00,$0.22,"$3,477.78"
02/25/2025,Sold To Close,-2,TSLA,TSLA Apr 04 2025 250.00 Put,$6.30,$1.00,$0.10,"$1,258.90"
02/25/2025,Sold To Close,-1,PLTR,PLTR Mar 14 2025 98.00 Call,$2.20,$0.50,$0.05,$219.45
02/25/2025,Sold To Close,-3,BABA,BABA Mar 14 2025 130.00 Call,$8.40,$1.50,$0.17,"$2,518.33"
02/25/2025,Sold To Close,-6,TSLA,TSLA Mar 14 2025 300.00 Put,$14.86,$3.00,$0.43,"$8,912.57"
02/24/2025,Sold To Close,-1,PLTR,PLTR Feb 28 2025 93.00 Put,$4.00,$0.50,$0.06,$399.44
02/24/2025,Sold To Close,-1,PLTR,PLTR Mar 14 2025 96.00 Put,$8.05,$0.50,$0.07,$804.43
02/21/2025,Sold To Close,-1,BABA,BABA Feb 28 2025 145.00 Put,$5.60,$0.50,$0.06,$559.44
02/21/2025,Sold To Close,-1,AMZN,AMZN Feb 28 2025 222.50 Put,$4.50,$0.50,$0.06,$449.44
02/21/2025,Sold To Close,-2,BABA,BABA Feb 28 2025 137.00 Call,$10.00,$1.00,$0.12,"$1,998.88"
02/20/2025,Sold To Close,-1,META,META Feb 28 2025 697.50 Put,$13.20,$0.50,$0.08,"$1,319.42"
02/19/2025,Sold To Close,-1,TSLA,TSLA Feb 21 2025 350.00 Put,$2.79,$0.50,$0.05,$278.45
02/19/2025,Sold To Close,-2,TSLA,TSLA Feb 21 2025 350.00 Put,$2.00,$1.00,$0.08,$398.92
02/19/2025,Sold To Close,-1,TSLA,TSLA Feb 21 2025 365.00 Put,$7.30,$0.50,$0.07,$729.43
02/19/2025,Sold To Close,-1,TSLA,TSLA Feb 21 2025 352.50 Call,$11.00,$0.50,$0.08,"$1,099.42"
02/18/2025,Sold To Close,-1,BABA,BABA Feb 21 2025 127.00 Call,$5.50,$0.50,$0.06,$549.44
02/14/2025,Sold To Close,-1,NVO,NVO Feb 21 2025 79.00 Put,$1.72,$0.50,$0.05,$171.45
02/14/2025,Sold To Close,-1,TSLA,TSLA Feb 21 2025 360.00 Call,$6.05,$0.50,$0.06,$604.44
02/14/2025,Sold To Close,-2,TSLA,TSLA Mar 14 2025 300.00 Put,$4.00,$1.00,$0.09,$798.91
02/14/2025,Sold To Close,-1,PDD,PDD Feb 21 2025 124.00 Call,$3.80,$0.50,$0.06,$379.44
02/14/2025,Sold To Close,-1,XPEV,XPEV Feb 21 2025 16.00 Call,$0.92,$0.50,$0.05,$91.45
02/13/2025,Sold To Close,-1,PDD,PDD Feb 21 2025 118.00 Call,$4.00,$0.50,$0.06,$399.44
02/12/2025,Sold To Close,-1,AA,AA Feb 21 2025 35.00 Call,$2.08,$0.50,$0.05,$207.45
02/12/2025,Sold To Close,-1,BABA,BABA Feb 21 2025 117.00 Call,$5.70,$0.50,$0.06,$569.44
02/11/2025,Sold To Close,-1,TSLA,TSLA Mar 28 2025 300.00 Put,$13.00,$0.50,$0.08,"$1,299.42"
02/11/2025,Sold To Close,-2,TSLA,TSLA Feb 14 2025 335.00 Call,$8.70,$1.00,$0.13,"$1,738.87"
02/11/2025,Sold To Close,-1,AA,AA Feb 14 2025 37.50 Call,$1.00,$0.50,$0.05,$99.45
02/11/2025,Sold To Close,-1,STLD,STLD Feb 21 2025 135.00 Call,$3.50,$0.50,$0.05,$349.45
02/11/2025,Sold To Close,-1,TSLA,TSLA Feb 14 2025 345.00 Put,$9.70,$0.50,$0.07,$969.43
02/10/2025,Sold To Close,-2,TSLA,TSLA Feb 14 2025 355.00 Put,$9.00,$1.00,$0.12,"$1,798.88"
02/10/2025,Sold To Close,-1,TSLA,TSLA Feb 14 2025 355.00 Put,$11.00,$0.50,$0.08,"$1,099.42"
02/06/2025,Sold To Close,-1,TSLA,TSLA Feb 14 2025 330.00 Put,$1.17,$0.50,$0.05,$116.45
02/06/2025,Sold To Close,-1,BND,BND Jun 20 2025 72.00 Call,$1.34,$0.50,$0.05,$133.45
02/06/2025,Sold To Close,-1,BND,BND Jun 20 2025 73.00 Put,$0.95,$0.50,$0.05,$94.45
02/06/2025,Sold To Close,-1,LQD,LQD May 16 2025 110.00 Put,$2.84,$0.50,$0.05,$283.45
02/06/2025,Sold To Close,-1,LQD,LQD May 16 2025 109.00 Call,$1.08,$0.50,$0.05,$107.45
02/06/2025,Sold To Close,-1,JD,JD Dec 19 2025 40.00 Call,$7.30,$0.50,$0.07,$729.43
02/06/2025,Sold To Close,-1,JD,JD Dec 19 2025 60.00 Call,$2.55,$0.50,$0.05,$254.45
02/06/2025,Sold To Close,-1,GOOG,GOOG Feb 14 2025 192.50 Call,$3.05,$0.50,$0.05,$304.45
02/06/2025,Sold To Close,-1,TSLA,TSLA Feb 14 2025 350.00 Put,$5.00,$0.50,$0.06,$499.44
02/05/2025,Sold To Close,-1,TSLA,TSLA Apr 17 2025 300.00 Put,$7.20,$0.50,$0.07,$719.43
02/05/2025,Sold To Close,-1,GOOG,GOOG Feb 07 2025 195.00 Call,$1.30,$0.50,$0.05,$129.45
02/05/2025,Sold To Close,-1,GOOG,GOOG Feb 07 2025 190.00 Call,$3.50,$0.50,$0.05,$349.45
02/05/2025,Sold To Close,-10,GOOG,GOOG Feb 07 2025 180.00 Put,$0.15,$5.00,$0.31,$144.69
02/05/2025,Sold To Close,-1,AAPL,AAPL Feb 07 2025 232.50 Put,$3.90,$0.50,$0.06,$389.44
02/04/2025,Sold To Close,-3,JD,JD Feb 21 2025 50.00 Call,$0.36,$1.50,$0.10,$106.40
02/03/2025,Sold To Close,-1,TSLA,TSLA Feb 07 2025 387.50 Put,$17.00,$0.50,$0.09,"$1,699.41"
01/29/2025,Sold To Close,-1,TSLA,TSLA Jan 31 2025 395.00 Put,$22.00,$0.50,$0.11,"$2,199.39"
01/27/2025,Sold To Close,-1,TSLA,TSLA Jan 31 2025 395.00 Put,$20.00,$0.50,$0.10,"$1,999.40"
01/23/2025,Sold To Close,-1,VCSH,VCSH Feb 21 2025 79.00 Put,$0.90,$0.50,$0.05,$89.45
01/22/2025,Sold To Close,-1,AAPL,AAPL Dec 19 2025 160.00 Put,$2.88,$0.50,$0.05,$287.45
01/02/2025,Sold To Close,-1,TSLA,TSLA May 16 2025 310.00 Put,$21.30,$0.50,$0.09,"$2,129.41"
